File,Path,Matched String,String inside,Type
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, ""Error updating load #{@tracking.id} after validations"", error: @tracking.errors.full_messages)
","self, ""Error updating load #{@tracking.id} after validations"", error: @tracking.errors.full_messages",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Error getting milestone updates for #{tracking_id}"")
","self, ""Error getting milestone updates for #{tracking_id}""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.warn(self, ""#{@tracking.shipper_id} not exists"")
","self, ""#{@tracking.shipper_id} not exists""",warn
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.warn(self, ""Carrier is not specified"")
","self, ""Carrier is not specified""",warn
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, 'Failed to get sibling loads info', error: e.message)
","self, 'Failed to get sibling loads info', error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""get_loads_with_minimal_data started at #{@start_time}"")

","self, ""get_loads_with_minimal_data started at #{@start_time}""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Got ES results in #{Time.now - @start_time} secs"")

","self, ""Got ES results in #{Time.now - @start_time} secs""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Got #{tracking_ids.length} records in #{(Time.now - @start_time) * 1000}ms"")
","self, ""Got #{tracking_ids.length} records in #{(Time.now - @start_time) * 1000}ms""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, 'Failed to search for load level data', error: e.message)
","self, 'Failed to search for load level data', error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.debug(self, ""index started at #{@start_time}"")
","self, ""index started at #{@start_time}""",debug
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""#{I18n.translate('mabd.informational.success')} :: #{message}"")
","self, ""#{I18n.translate('mabd.informational.success')} :: #{message}""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, ""#{I18n.translate('mabd.informational.error')} :: #{message}"", error: e.message)
","self, ""#{I18n.translate('mabd.informational.error')} :: #{message}"", error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.debug(self, ""#{I18n.translate('recommendation.informational.export.success')} :: #{message}"")
","self, ""#{I18n.translate('recommendation.informational.export.success')} :: #{message}""",debug
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, ""#{I18n.translate('recommendation.informational.export.error')}"", error: e.message)
","self, ""#{I18n.translate('recommendation.informational.export.error')}"", error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""No.of Loads in edoc exceeds #{trackings.count}"")
","self, ""No.of Loads in edoc exceeds #{trackings.count}""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.debug(self, ""Carrier autocomplete query: #{query_params}"")
","self, ""Carrier autocomplete query: #{query_params}""",debug
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Got ES results in #{Time.now - @start_time} secs"")
","self, ""Got ES results in #{Time.now - @start_time} secs""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, 'Failed to get results from ES', error: e.message)
","self, 'Failed to get results from ES', error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Returning #{@trackings.size} loads for the driver #{@phone || @driver_id}"")
","self, ""Returning #{@trackings.size} loads for the driver #{@phone || @driver_id}""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""ES query #{query_params}"")
","self, ""ES query #{query_params}""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.debug(self, ""Message queued in worker queue: #{message_id}"")
","self, ""Message queued in worker queue: #{message_id}""",debug
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message_id} to worker queue"", error: e.message)
","self, ""Error queueing message #{message_id} to worker queue"", error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Truck locations messages queued in worker queue"")
","self, ""Truck locations messages queued in worker queue""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, ""Error queueing messages to worker queue"", error: ex.message)
","self, ""Error queueing messages to worker queue"", error: ex.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, ""Error queueing messages to worker queue"", error: e.message)
","self, ""Error queueing messages to worker queue"", error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Updating location information only. Location and stop status cannot be sent together"")
","self, ""Updating location information only. Location and stop status cannot be sent together""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Location updates blacklisted for carrier #{carrier[:id]} and shipper #{location_params[:shipper]}"")
","self, ""Location updates blacklisted for carrier #{carrier[:id]} and shipper #{location_params[:shipper]}""",info
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.debug(self, ""Truck assignment message queued in #{queue_name} queue: #{message_id}"")
","self, ""Truck assignment message queued in #{queue_name} queue: #{message_id}""",debug
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to #{queue_name} queue"", error: e.message)
","self, ""Error queueing message #{message} to #{queue_name} queue"", error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.debug(self, ""PROCESS_SUPER_RECORD message queued in SQS queue: #{messages.size}"")
","self, ""PROCESS_SUPER_RECORD message queued in SQS queue: #{messages.size}""",debug
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.error(self, 'Failed to get consignment info', error: e.message)
","self, 'Failed to get consignment info', error: e.message",error
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.debug(self, ""Autocomplete query: #{query_params}"")
","self, ""Autocomplete query: #{query_params}""",debug
tracking_controller.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/controllers/api/v1,"FourKitesCommon::Logger.info(self, ""Got ES results in #{Time.now - @start_time} secs"")
","self, ""Got ES results in #{Time.now - @start_time} secs""",info
